Month,Day,Artist,Album_Name,Record_Label,Year
January,11,"Freeway & Statik Selektah
","Statik-Free EP
",0,2011
January,11,"The Jacka
","Flight Risk
",0,2011
January,11,"Lecrae
","Rehab: The Overdose
",0,2011
January,11,"Schoolboy Q
","Setbacks
",0,2011
January,11,"Philthy Rich
","Trip'n 4 Life
",0,2011
January,11,"Shunda K
","The Most Wanted
",0,2011
January,11,"Turf Talk
","Turf Sinatra
",0,2011
January,11,"Verbal Kent
","Save Yourself
",0,2011
January,18,"Andre Nickatina & The Jacka
","My Middle Name Is Crime EP (Physical Release)
",0,2011
January,18,"Yukmouth & DJ Fresh
","Thuggin And Mobbin
",0,2011
January,18,"Keak da Sneak, P.S.D. Tha Drivah & Messy Marv
","Da Bidness Part II
",0,2011
January,18,"IMAKEMADBEATS
","IMAKEMADBEATS
",0,2011
January,18,"Madlib
","Madlib Medicine Show No. 11: Low Budget High Fi Music
",0,2011
January,18,"Mistah F.A.B., DJ Rah2k & The Empire
","I Found My Backpack
",0,2011
January,18,"Lil B
","Angels Exodus
",0,2011
January,18,"Kottonmouth Kings Present... X Pistols
","Shoot To Kill
",0,2011
January,18,"Sha Stimuli
","Unsung Vol. 1: The Garden of Eden
",0,2011
January,18,"Playalitical
","AmeriCon
",0,2011
January,25,"Talib Kweli
","Gutter Rainbows
",0,2011
January,25,"Sam Sneed
","Street Scholars
",0,2011
January,25,"Layzie Bone
","Thug Luv
",0,2011
January,25,"Paul Wall
","Politics As Usual
",0,2011
January,25,"Trackademicks
","State Of The Arts
",0,2011
January,25,"The Jacka Presents... Joe Blow
","You Should Be Payin Me: Street Album
",0,2011
January,25,"Late Presents... Final Penalty
","The Pay Scale
",0,2011
January,25,"Tech N9ne & DJ Whoo Kid
","Bad Season (Reissue)
",0,2011
January,25,"Tricksta & Deeze
","Late Nights Early Mornings
",0,2011
January,25,"Blaqstarr
","The Divine EP
",0,2011
February,1,"Ayatollah
","Fingertips
",0,2011
February,1,"Deltron 3030
","Deltron 3030 (Reissue) (Vinyl Release)
",0,2011
February,1,"DJ Revolution Presents... Malcolm and Martin
","Life Doesn't Frighten Me...
",0,2011
February,1,"The Lost Children of Babylon Present... Atma
","Beyond Birth And Death
",0,2011
February,1,"Random & Lost Perception
","Black Materia: Final Fantasy VII
",0,2011
February,1,"The Insane Warrior
","We Are Doorways
",0,2011
February,1,"Skepta
","Doin' It Again (International Release)
",0,2011
February,1,"Trae
","Traebute: Side 2
",0,2011
February,4,"The General P.R. Terrorist Presents... Bugsy Da God
","The Terrorist Advocate
",0,2011
February,8,"Big K.R.I.T. & Grillade
","The Wuz Here Sessions
",0,2011
February,8,"Count Bass D & DJ Pocket
","In The Loop Partie Deux
",0,2011
February,8,"Danny Brown
","The Hybrid (Deluxe Edition)
",0,2011
February,8,"Hell Rell & J.R. Writer
","Gun Clap
",0,2011
February,8,"L.B.C. Crew
","Haven't You Heard...
",0,2011
February,8,"Lord Superb
","Perb Made It Possible
",0,2011
February,8,"MC Magic
","The Rewire
",0,2011
February,8,"Melrose
","Melrose
",0,2011
February,8,"Rasco
","Next Stop: Seattle
",0,2011
February,8,"Slaughterhouse
","Slaughterhouse EP
",0,2011
February,8,"Wise Intelligent
","The UnConKable Djezuz Djonez
",0,2011
February,15,"40 Glocc & DJ Nik Bean
","C.O.P.S. (Cripping On Public Streets)
",0,2011
February,15,"Alexander Green
","Alexander Green
",0,2011
February,15,"Beans
","End It All
",0,2011
February,15,"Blanco
","American Psycho
",0,2011
February,15,"Blu
","Amnesia
",0,2011
February,15,"East Coast Avengers Present... DC The Midi Alien
","Avengers Airwaves
",0,2011
February,15,"Frank Nitt
","Jewels In My Backpack
",0,2011
February,15,"Keak da Sneak and DJ Fresh
","Sneakacydal Returns
",0,2011
February,15,"KRS-One and Showbiz
","Godsville
",0,2011
February,15,"Lil' Kim
","Black Friday: The Mixtape
",0,2011
February,15,"Madchild
","Banned From America
",0,2011
February,15,"MF Doom
","Special Herbs: The Box Set Vol. 0–9 (Box Set) (Vinyl Release)
",0,2011
February,15,"Saigon
","The Greatest Story Never Told
",0,2011
February,15,"Sims & Lazerbeak
","Bad Time Zoo
",0,2011
February,15,"Torae
","Heart Failure
",0,2011
February,15,"Torch
","UFO
",0,2011
February,15,"Chris Faust
","FAUST
",0,2011
February,22,"Apollo Brown
","Clouds
",0,2011
February,22,"Bizzy Bone
","Mr. Ouija
",0,2011
February,22,"Da Circle
","360° Deal
",0,2011
February,22,"H.I.S.D.
","The Weakend
",0,2011
February,22,"Joell Ortiz
","Free Agent
",0,2011
February,22,"Layzie Bone
","The Definition
",0,2011
February,22,"The Meaning
","
",0,2011
February,22,"Mohammad Dangerfield
","Mohammad Dangerfield
",0,2011
February,22,"Strong Arm Steady
","Arms & Hammers
",0,2011
February,22,"Swifty McVay
","HellToTellTheCaptain LP
",0,2011
February,22,"T.I.
","No Mercy (Vinyl Release)
",0,2011
February,22,"Top S Raz
","The New Flesh
",0,2011
March,1,"Doap Nixon
","Gray Poupon
",0,2011
March,1,"J-Love
","Egotistical Maniac
",0,2011
March,1,"Pastor Troy
","Still Troy
",0,2011
March,1,"Shad
","iTunes Session
",0,2011
March,1,"Short Dawg
","Fresh Muzik Volume 1
",0,2011
March,1,"The Strength
","The Appetizer
",0,2011
March,8,"Death Grips
","Death Grips
",0,2011
March,8,"DMX
","Greatest Hits With A Twist
",0,2011
March,8,"Esoteric
","Boston Pharaoh
",0,2011
March,8,"Lil Jon and The East Side Boyz
","Crunkest Hits
",0,2011
March,8,"Lupe Fiasco
","Lasers
",0,2011
March,8,"Mac Lethal
","Fast As Hell Though EP
",0,2011
March,8,"Mr. Capone-E & Mr. Criminal
","South Side's Most Wanted
",0,2011
March,8,"Raekwon
","Shaolin vs. Wu-Tang
",0,2011
March,8,"Reks
","R.E.K.S. (Rhythmatic Eternal King Supreme)
",0,2011
March,8,"Three Times Dope
","The Sequel (Reissue)
",0,2011
March,8,"WC
","Revenge of the Barracuda
",0,2011
March,15,"Action Bronson
","Dr. Lecter
",0,2011
March,15,"AP.9
","Relentless
",0,2011
March,15,"Beneficence
","Sidewalk Science
",0,2011
March,15,"Decon Records
","Closed Sessions: ATX
",0,2011
March,15,"Keak da Sneak
","The Best of Thizz Iz All N da Doe
",0,2011
March,15,"Lil' Keke
","Ridin' Wit Da Top Off Volume 1
",0,2011
March,15,"The Boy Boy Young Mess Presents... Various Artists
","Paper Bag Money
",0,2011
March,15,"Planet Asia
","The Bar Mitzvah
",0,2011
March,15,"Rappin' 4-Tay
","Still Standing
",0,2011
March,15,"Roc Marciano
","Marcberg (Vinyl Release)
",0,2011
March,15,"$hamrock
","Tha WyteRapper Show
",0,2011
March,15,"Techniec and L's
","The Blacklist
",0,2011
March,22,"Baby Bash
","Bashtown
",0,2011
March,22,"B.A.M.
","The Overload EP
",0,2011
March,22,"Crooked I
","Million Dollar Story EP
",0,2011
March,22,"CunninLynguists
","Oneirology
",0,2011
March,22,"DJ Deadeye
","Substance Abuse
",0,2011
March,22,"Gucci Mane
","The Return of Mr. Zone 6
",0,2011
March,22,"Horse Shoe G.A.N.G.
","Firing Squad
",0,2011
March,22,"Kool Moe Dee
","Kool Moe Dee (Reissue)
",0,2011
March,22,"Luck-One
","True Theory
",0,2011
March,22,"Pharoahe Monch
","W.A.R. (We Are Renegades)
",0,2011
March,22,"Zion I & The Grouch
","Heroes In The Healing of the Nation
",0,2011
March,29,"40 Glocc, Spider Loc & DJ Drama
","Graveyard Shift
",0,2011
March,29,"DJ Spinna & Mr. Thing
","The Beat Generation (10th Anniversary Collection)
",0,2011
March,29,"E-40
","Revenue Retrievin': Graveyard Shift
",0,2011
March,29,"Revenue Retrievin': Overtime Shift
","
Debuted at No. 42 on the Billboard 200
",0,2011
March,29,"Lee Bannon
","Bannon's BigToyBox II: Circus Cuts
",0,2011
March,29,"Mac Miller
","On And On And Beyond
",0,2011
March,29,"Max B
","Vigilante Season
",0,2011
March,29,"Noah23
","Fry Cook on Venus
",0,2011
March,29,"Snoop Dogg
","Doggumentary
",0,2011
March,29,"Wiz Khalifa
","Rolling Papers
",0,2011
April,5,"Ab-Soul
","Longterm Mentality
",0,2011
April,5,"Bizzy Bone & Layzie Bone
","Bone Brothers IV
",0,2011
April,5,"Blueprint
","Adventures in Counter-Culture
",0,2011
April,5,"Brotha Lynch Hung
","Coathanga Strangla
",0,2011
April,5,"Heavy Metal Kings
","Heavy Metal Kings
",0,2011
April,5,"Jim Jones
","Capo
",0,2011
April,5,"Kool Keith
","The Legend of Tashan Dorrsett
",0,2011
April,5,"Mac Lethal
","North Korean BBQ
",0,2011
April,5,"Mr. Cheeks Presents... The Lost Boyz Mafia
","The Lost Boyz Mafia (Revolver Edition)
",0,2011
April,5,"Pastor Troy
","H.N.I.C.
",0,2011
April,5,"Rapper Big Pooh
","Fat Boy Fresh Volume One: For Members Only
",0,2011
April,5,"Snowgoons Presents... Savage Brothers & Lord Lhus
","The Iron Fist
",0,2011
April,5,"Sunspot Jonz
","Galaxy Of Dreams
",0,2011
April,5,"Tarek & Luss
","The Minds Of Tarek & Luss
",0,2011
April,12,"9th Prince
","Salute The General EP
",0,2011
April,12,"Atmosphere
","The Family Sign
",0,2011
April,12,"Classified
","Hand Shakes & Middle Fingers
",0,2011
April,12,"Dreddy Kruger Presents... Think Differently Music
","Wu-Tang Meets The Indie Culture: The Lost Files
",0,2011
April,12,"Foreign Legion
","Night Moves
",0,2011
April,12,"J. Rocc
","Some Cold Rock Stuf
",0,2011
April,12,"Mack 10 & Malone
","Money Music
",0,2011
April,12,"Moka Only
","Airport 5
",0,2011
April,12,"Moke & Tone
","Shot Heard 'Round the World
",0,2011
April,12,"stic.man
","The Workout
",0,2011
April,12,"Swollen Members
","Dagger Mouth
",0,2011
April,12,"Monsta
","Pacific Coast Highway
",0,2011
April,19,"Berner
","The White Album
",0,2011
April,19,"Blu
","Her Favorite Colo(u)r (Reissue)
",0,2011
April,19,"Cam'ron & Vado
","Gunz n' Butta
",0,2011
April,19,"Coalmine Records
","Can You Dig It?
",0,2011
April,19,"Coughee Brothaz
","Fresh Brew
",0,2011
April,19,"Damu the Fudgemunk
","How It Should Sound Volume 1 & 2 (Physical Release)
",0,2011
April,19,"Daz Dillinger
","D.A.Z.
",0,2011
April,19,"Del the Funky Homosapien
","Golden Era Triple Pack
",0,2011
April,19,"DJ Quik
","The Book of David
",0,2011
April,19,"!llmind
","Behind The Curtain
",0,2011
April,19,"Spice 1
","Spice N Erbzz
",0,2011
April,19,"SNO
","Year Round
",0,2011
April,20,"Kottonmouth Kings
","Legalize it
",0,2011
April,20,"Opio & Equipto
","Red X Tapes
",0,2011
April,26,"Bambu
","...Exact Change... (Reloaded)
",0,2011
April,26,"Blue Sky Black Death
","Noir
",0,2011
April,26,"Big Hutch
","Only God Can Judge Me
",0,2011
May,3,"Beastie Boys
","Hot Sauce Committee Part Two
",0,2011
May,3,"Big Scoob
","Damn Fool
",0,2011
May,3,"Blitz the Ambassador
","Native Sun
",0,2011
May,3,"The Jacka
","We Mafia
",0,2011
May,4,"Lastchild
","The Humble & Low
",0,2011
May,10,"The Lonely Island
","Turtleneck & Chain
",0,2011
May,10,"Messy Marv Presents... Various Artists
","Goon Vitamins Vol. 1
",0,2011
May,10,"Mexicans With Guns
","Ceremony
",0,2011
May,10,"Pete Rock
","PeteStrumentals (10th Anniversary Edition)
",0,2011
May,10,"Tyler, The Creator
","Goblin
",0,2011
May,10,"Saul Williams
","Volcanic Sunlight
",0,2011
May,13,"Bushido
","Jenseits von Gut und Böse
",0,2011
May,17,"Edo G
","A Face In The Crowd
",0,2011
May,17,"J. Rawls
","The Hip-Hop Effect
",0,2011
May,17,"Killer Mike
","PL3DGE
",0,2011
May,17,"Krizz Kaliko
","S.I.C.
",0,2011
May,17,"Messy Marv
","Shooting Range 3
",0,2011
May,17,"Mr. Capone-E & Mr. Criminal
","Video Bangers 2
",0,2011
May,17,"Neek The Exotic & Large Professor
","Still On The Hustle
",0,2011
May,17,"New Boyz
","Too Cool to Care
",0,2011
May,17,"Rappin' 4-Tay
","Still Standing
",0,2011
May,17,"Tinie Tempah
","Disc-Overy (U.S. Release)
",0,2011
May,17,"X-Raided
","Unforgiven Volume 3: Vindication
",0,2011
May,17,"Whodini
","Escape (Reissue)
",0,2011
May,23,"Maybach Music Group
","Self Made Vol. 1
",0,2011
May,24,"Rift Napalm & Meaty Ogre
","Closure
",0,2011
May,31,"Big L
","The Danger Zone
",0,2011
May,31,"Kool G Rap
","Riches, Royalty, Respect
",0,2011
May,31,"Madlib & Frank Nitt
","Medicine Show #9: Channel 85 Presents Nittyville
",0,2011
May,31,"Tedashii
","BlackLight
",0,2011
May,31,"The Undergods (Canibus & Keith Murray)
","In Gods We Trust: Crush Microphones To Dust
",0,2011
May,31,"Vast Aire
","OX 2010 Odyssey
",0,2011
June,7,"Big K.R.I.T.
","R4: The Prequel
",0,2011
June,7,"Hail Mary Mallon
","Are You Gonna Eat That?
",0,2011
June,7,"Tech N9ne
","All 6's And 7's
",0,2011
June,7,"Count Bass D & Insight
","The Risktakers
",0,2011
June,14,"Bad Meets Evil
","Hell: The Sequel
",0,2011
June,14,"Bumpy Knuckles & Statik Selektah
","Lyrical Workout
",0,2011
June,14,"Gorilla Zoe
","King Kong
",0,2011
June,14,"Mr. Criminal
","Criminal Mentality 2
",0,2011
June,14,"Random Axe
","Random Axe
",0,2011
June,21,"Casual
","The Hierophant
",0,2011
June,21,"Blaq Poet
","Blaq Poet Society
",0,2011
June,21,"Grieves
","Together/Apart
",0,2011
June,21,"Messy Marv
","Kontraband
",0,2011
June,21,"Pitbull
","Planet Pit
",0,2011
June,21,"Potluck
","Rhymes And Resin
",0,2011
June,23,"Noah23
","Vision & Voice
",0,2011
June,24,"Freddie Gibbs & Statik Selektah
","Lord Giveth, Lord Taketh Away
",0,2011
June,24,"Canibus
","Lyrical Law
",0,2011
June,25,"Noah23
","Pirate Utopias (77 Lost Scrolls)
",0,2011
June,28,"Big Sean
","Finally Famous
",0,2011
June,28,"Currensy
","Weekend At Burnie's
",0,2011
June,28,"Pete Rock & Smif-n-Wessun
","Monumental
",0,2011
June,28,"Dom Kennedy
","From the Westside With Love 2
",0,2011
June,28,"Shabazz Palaces
","Black Up
",0,2011
July,2,"Kendrick Lamar
","Section 80
",0,2011
July,5,"A-Plus
","Pepper Spray
",0,2011
July,5,"Qwazaar & Batsauce
","Style Be The King
",0,2011
July,5,"Vakill
","Armor Of God
",0,2011
July,12,"Mistah F.A.B.
","The Grind Is A Terrible Thing To Waste, Part 2
",0,2011
July,12,"Cali Swag District
","The Kickback
",0,2011
July,12,"Crooked I
","Planet C.O.B.
",0,2011
July,12,"MellowHype
","BlackenedWhite
",0,2011
July,12,"Jon Connor
","Salvation
",0,2011
July,12,"Mr. Capone-E
","Tears Of A Soldier
",0,2011
July,12,"Pimp C
","Still Pimping
",0,2011
July,12,"The Cool Kids
","When Fish Ride Bicycles
",0,2011
July,12,"Trae Tha Truth
","Street King
",0,2011
July,19,"DJ Khaled
","We the Best Forever
",0,2011
July,19,"Project Pat
","Loud Pack
",0,2011
July,19,"Roc Marciano & Gangrene
","Greneberg
",0,2011
July,19,"San Quinn
","Can't Take The Ghetto Out a Nigga
",0,2011
July,19,"Willie Evans Jr.
","Introducin'
",0,2011
July,26,"Black Rob
","Game Tested, Streets Approved
",0,2011
July,26,"Jay Rock
","Follow Me Home
",0,2011
July,26,"Thi'sl
","Beautiful Monster
",0,2011
July,26,"Wu-Tang Clan
","Legendary Weapons
",0,2011
July,28,"One Be Lo
"," Laborhood Part 1 
",0,2011
August,1,"B.G. Knocc Out
","Eazy-E's Protege
",0,2011
August,2,"Swollen Members
","Monsters II
",0,2011
August,8,"Jay-Z & Kanye West
","Watch the Throne
",0,2011
August,9,"Equipto
","Ilyich
",0,2011
August,9,"Ace Hood
","Blood, Sweat & Tears
",0,2011
August,9,"Fat Killahz
","The EP
",0,2011
August,9,"Gucci Mane & Waka Flocka Flame
","Ferrari Boyz
",0,2011
August,9,"Kutt Calhoun
","Red-Headed Stepchild
",0,2011
August,9,"Royce da 5'9""
","Success Is Certain
",0,2011
August,9,"Ski Beatz
","24 Hour Karate School 2
",0,2011
August,16,"Richie Rich
","Town Bidness Volume 2
",0,2011
August,16,"Slaine
","A World With No Skies 2.0
",0,2011
August,19,"One Be Lo
","Laborhood Part 2
",0,2011
August,23,"Los Rakas
","Chancletas y Camisetas Bordada
",0,2011
August,23,"Apathy
","Honkey Kong
",0,2011
August,23,"Game
","The R.E.D. Album
",0,2011
August,23,"OuterSpace
","My Brother's Keeper
",0,2011
August,23,"PRo
","Dying to Live
",0,2011
August,23,"The Boy Boy Young Mess
","Kocaine Ballads Frum My S550
",0,2011
August,29,"Lil Wayne
","Tha Carter IV
",0,2011
August,30,"Psalm One
","Get In The Van 3
",0,2011
August,30,"Vanilla Ice
","W.T.F. (Wisdom, Tenacity and Focus)
",0,2011
August,30,"Blu
","J e s u s
",0,2011
August,30,"Braille
","Native Lungs
",0,2011
August,30,"Glasses Malone
","Beach Cruiser
",0,2011
August,30,"Skyzoo
","The Great Debater
",0,2011
August,30,"Slim Thug Presents... Boss Hogg Outlawz
","Serve & Collect 3
",0,2011
August,30,"Soopafly
","Best Kept Secret
",0,2011
August,30,"Timbo King
","From Babylon To T1mbuk2
",0,2011
August,30,"Smoke DZA
","Rolling Stoned
",0,2011
September,6,"Oddisee
","Rock Creek Park
",0,2011
September,6,"One Be Lo
"," L.A.B.O.R. 
",0,2011
September,7,"Noah23 & Krem
","The Terminal Illness EP
",0,2011
September,13,"Zumbi
","Versus
",0,2011
September,13,"Qwazaar & Batsauce
","Bat Meets Blaine
",0,2011
September,13,"Hopie
","Raw Gems
",0,2011
September,13,"Bronze Nazareth
","School for the Blindman
",0,2011
September,13,"Da' T.R.U.T.H.
","The Whole Truth
",0,2011
September,13,"Flesh-n-Bone
","Blaze Of Glory
",0,2011
September,13,"Outlawz
","Perfect Timing
",0,2011
September,13,"Problem
","Hotels
",0,2011
September,13,"Shawn Chrystopher
","Silent Films For the Blind
",0,2011
September,13,"Various
","Terminal 3 Presents: The Academy
",0,2011
September,16,"Fler
","Im Bus ganz hinten
",0,2011
September,20,"Ampichino & Young Bossi
","Cop Heavy Gang
",0,2011
September,20,"Big Scoob
","No Filter
",0,2011
September,20,"California Bear Gang
","The Take Over
",0,2011
September,20,"Casey Veggies
","Sleeping In Class (Re-Issue)
",0,2011
September,20,"DTMD
","Makin' Dollas
",0,2011
September,20,"G-Macc
","The Opera/Angels & Demons
",0,2011
September,20,"Sir Jinx Presents
","General Population
",0,2011
September,20,"Tragedy Khadafi
","Thug Matrix 3
",0,2011
September,20,"Z-Ro
","Meth
",0,2011
September,21,"Maffew Ragazino
","Rhyme Pays
",0,2011
September,27,"116 Clique
","Man Up
",0,2011
September,27,"9th Wonder
","The Wonder Years
",0,2011
September,27,"Blu
","Open
",0,2011
September,27,"Cormega
","Raw Forever
",0,2011
September,27,"Evidence
","Cats & Dogs
",0,2011
September,27,"J-Live
","S.P.T.A. (Said Person of That Ability)
",0,2011
September,27,"J. Cole
","Cole World: The Sideline Story
",0,2011
September,27,"Madlib
","Medicine Show #12: Raw Medicine
",0,2011
September,27,"Phonte
","Charity Starts At Home
",0,2011
September,27,"The Jacka
","The Indictment
",0,2011
September,27,"Tabi Bonney
","The Summer Years
",0,2011
September,30,"brandUn DeShay
","All Day DeShay: AM
",0,2011
October,3,"Myka 9
","Mykology
",0,2011
October,4,"Bizzy Bone & AC Killer
","Countdown to Armageddon
",0,2011
October,4,"DJ Shadow
","The Less You Know, the Better
",0,2011
October,4,"Exile
","4TRK MIND
",0,2011
October,4,"Kurupt Presents
","Penagon Rydaz
",0,2011
October,4,"Styles P
","Master of Ceremonies
",0,2011
October,4,"Various
","A3C Volume 1
",0,2011
October,10,"Ill Bill
","Howie Made Me Do It 2
",0,2011
October,11,"DJ Drama
","Third Power
",0,2011
October,11,"KolaMac
","Choppin Change 2: A Westside Story
",0,2011
